Season,Date,Team,Opponent,Is_Home,Game_Number_Team,Game_Number_Opp,Team_ORtg_avg,Team_DRtg_avg,Team_NetRtg_avg,Team_Pace_avg,Team_WinPct_avg,Team_eFG%_avg,Team_TOV%_avg,Team_ORB%_avg,Team_FT/FGA_avg,Team_TS%_avg,Team_TRB%_avg,Team_AST%_avg,Team_STL%_avg,Team_BLK%_avg,Team_NetRtg_last5,Team_NetRtg_last10,Team_WinPct_last5,Team_WinPct_last10,Team_Points_For_avg,Team_Points_Against_avg,Team_Current_Win_Streak,Team_Current_Loss_Streak,Team_Home_WinPct,Team_Away_WinPct,Team_Days_Rest,Team_Is_BackToBack,Opp_ORtg_avg,Opp_DRtg_avg,Opp_NetRtg_avg,Opp_Pace_avg,Opp_WinPct_avg,Opp_eFG%_avg,Opp_TOV%_avg,Opp_ORB%_avg,Opp_FT/FGA_avg,Opp_TS%_avg,Opp_TRB%_avg,Opp_AST%_avg,Opp_STL%_avg,Opp_BLK%_avg,Opp_NetRtg_last5,Opp_NetRtg_last10,Opp_WinPct_last5,Opp_WinPct_last10,Opp_Points_For_avg,Opp_Points_Against_avg,Opp_Current_Win_Streak,Opp_Current_Loss_Streak,Opp_Home_WinPct,Opp_Away_WinPct,Opp_Days_Rest,Opp_Is_BackToBack,Team_Score,Opp_Score,Result,OT,NetRtg_Diff,ORtg_Diff,DRtg_Diff,WinPct_Diff,NetRtg_Diff_last5,WinPct_Diff_last5,NetRtg_Diff_last10,WinPct_Diff_last10,eFG%_Diff,TOV%_Diff,ORB%_Diff,FT/FGA_Diff,Pace_Diff,Rest_Advantage,Win_Streak_Diff
2017-18,2018-01-15,IND,UTA,0,44,43,110.56,109.47,1.09,96.62,0.53,0.54,12.59,21.97,0.18,0.57,49.73,54.2,7.99,8.15,14.84,-1.05,0.8,0.4,107.35,106.28,2,0,,0.47,1,0,106.1,106.95,-0.85,94.89,0.4,0.51,13.56,19.63,0.19,0.55,48.44,57.03,9.56,8.66,-5.64,-8.07,0.2,0.3,100.74,101.69,0,1,0.65,,3,0,109,94,1,0,1.94,4.46,2.52,0.13,20.48,0.6,7.02,0.1,0.03,-0.97,2.34,-0.01,1.73,-2,2
2017-18,2018-01-15,LAL,MEM,0,43,42,103.42,107.12,-3.7,101.19,0.36,0.5,14.37,23.63,0.18,0.53,50.65,57.63,8.22,8.32,6.98,-5.19,0.8,0.4,106.5,110.17,4,0,,0.32,2,0,105.42,109.24,-3.82,93.22,0.32,0.5,13.49,21.01,0.22,0.54,48.58,57.56,7.86,10.14,0.2,-0.27,0.4,0.4,98.56,102.0,0,1,0.38,,3,0,114,123,0,0,0.12,-2.0,-2.12,0.04,6.78,0.4,-4.92,0.0,0.0,0.88,2.62,-0.04,7.97,-1,4
2017-18,2018-01-15,MIL,WAS,0,43,44,109.44,110.66,-1.21,95.5,0.52,0.53,12.85,18.9,0.22,0.57,48.13,56.9,8.69,9.45,-6.74,-2.7,0.4,0.5,105.05,106.14,0,2,,0.4,1,0,109.27,106.79,2.49,97.31,0.58,0.52,12.64,22.69,0.2,0.56,50.0,57.62,7.96,8.02,0.7,3.77,0.6,0.7,107.12,104.65,2,0,0.65,,2,0,104,95,1,0,-3.7,0.17,3.87,-0.06,-7.44,-0.2,-6.47,-0.2,0.01,0.21,-3.79,0.02,-1.81,-1,-2
2017-18,2018-01-15,OKC,SAC,1,44,43,108.62,105.54,3.08,95.24,0.53,0.51,12.88,26.94,0.19,0.54,51.53,53.3,9.78,10.0,-4.48,3.28,0.4,0.5,104.33,101.35,1,0,0.67,,2,0,103.09,112.5,-9.41,94.86,0.31,0.5,13.45,21.78,0.15,0.53,48.15,54.31,8.59,8.29,-7.68,-10.2,0.2,0.2,97.95,106.83,0,4,,0.27,2,0,95,88,1,0,12.49,5.53,-6.96,0.22,3.2,0.2,13.48,0.3,0.01,-0.57,5.16,0.04,0.38,0,1
2017-18,2018-01-15,PHI,TOR,1,40,42,106.74,106.38,0.37,100.66,0.49,0.52,15.53,25.34,0.21,0.56,52.67,64.77,8.34,8.43,10.48,2.94,0.8,0.5,108.41,108.1,0,1,0.47,,4,0,114.05,105.84,8.21,98.02,0.71,0.54,12.09,23.03,0.22,0.58,50.89,55.1,8.54,10.02,10.44,5.53,0.6,0.6,112.37,104.29,0,1,,0.61,2,0,117,111,1,0,-7.84,-7.31,0.54,-0.22,0.04,0.2,-2.59,-0.1,-0.02,3.44,2.31,-0.01,2.64,2,0
2017-18,2018-01-16,BOS,NOP,1,45,43,107.53,102.03,5.5,95.65,0.77,0.52,13.05,20.87,0.19,0.55,50.32,58.08,7.93,8.26,7.44,5.79,1.0,0.8,103.0,97.73,7,0,0.78,,5,0,110.59,110.55,0.04,99.53,0.52,0.55,14.38,20.03,0.2,0.59,49.5,63.04,7.39,8.56,-1.74,2.33,0.6,0.6,111.05,111.02,2,0,,0.5,2,0,113,116,0,1,5.46,-3.06,-8.52,0.25,9.18,0.4,3.46,0.2,-0.03,-1.33,0.84,-0.01,-3.88,3,5
2017-18,2018-01-16,DAL,DEN,0,45,44,107.07,108.96,-1.89,95.42,0.34,0.52,11.78,16.48,0.17,0.55,47.06,59.4,6.95,6.9,1.56,2.56,0.4,0.6,102.52,104.48,0,1,,0.3,3,0,109.43,108.71,0.71,96.32,0.51,0.52,13.92,26.51,0.19,0.56,52.43,59.01,7.94,8.14,-11.06,-0.47,0.2,0.4,106.21,105.6,0,1,0.75,,3,0,102,105,0,0,-2.6,-2.36,0.25,-0.17,12.62,0.2,3.03,0.2,0.0,-2.14,-10.03,-0.02,-0.9,0,0
2017-18,2018-01-16,MIN,ORL,0,46,44,113.38,108.9,4.47,95.39,0.64,0.53,11.87,24.92,0.23,0.57,50.48,55.95,9.42,7.46,18.68,11.44,1.0,0.7,108.8,104.69,5,0,,0.52,2,0,105.62,111.63,-6.0,99.37,0.28,0.52,13.35,19.69,0.18,0.55,47.36,58.89,7.12,7.5,-10.2,-9.32,0.0,0.1,105.23,111.09,0,7,0.37,,4,0,102,108,0,0,10.47,7.76,-2.73,0.36,28.88,1.0,20.76,0.6,0.01,-1.48,5.23,0.05,-3.98,-2,5
2017-18,2018-01-16,PHX,POR,0,45,44,105.21,112.18,-6.97,99.97,0.36,0.5,13.88,24.09,0.23,0.54,49.74,54.42,6.6,7.47,-12.82,-7.18,0.2,0.4,105.27,112.32,0,2,,0.4,2,0,106.81,106.33,0.48,96.58,0.51,0.51,13.28,22.73,0.2,0.55,51.17,48.72,7.16,8.69,-4.02,-2.41,0.4,0.5,103.67,103.16,0,3,0.5,,2,0,111,118,0,0,-7.45,-1.6,5.85,-0.15,-8.8,-0.2,-4.77,-0.1,-0.01,0.6,1.36,0.03,3.39,0,0
2017-18,2018-01-17,ATL,NOP,1,44,44,106.82,110.98,-4.16,97.15,0.28,0.52,14.17,22.71,0.19,0.55,48.31,61.38,8.64,7.57,-1.42,-1.27,0.4,0.4,103.93,108.07,1,0,0.4,,2,0,110.44,110.33,0.1,99.56,0.53,0.55,14.32,20.12,0.2,0.59,49.54,63.02,7.44,8.63,2.58,0.91,0.8,0.6,111.16,111.07,3,0,,0.52,1,0,94,93,1,0,-4.26,-3.62,0.65,-0.25,-4.0,-0.4,-2.18,-0.2,-0.03,-0.15,2.59,-0.01,-2.41,1,-2
2017-18,2018-01-17,BKN,SAS,1,45,46,105.45,108.58,-3.14,99.96,0.36,0.5,13.98,22.07,0.21,0.54,49.76,58.99,6.4,6.41,-10.22,-2.77,0.2,0.4,106.11,109.3,0,2,0.39,,2,0,107.26,103.59,3.67,94.6,0.64,0.51,13.07,22.94,0.19,0.55,51.24,57.55,7.78,9.64,4.88,3.9,0.4,0.5,101.36,97.93,0,1,,0.42,2,0,95,100,0,0,-6.81,-1.81,4.99,-0.28,-15.1,-0.2,-6.67,-0.1,-0.01,0.91,-0.87,0.02,5.36,0,0
2017-18,2018-01-17,CHA,WAS,1,43,45,106.14,106.89,-0.75,98.45,0.4,0.49,11.81,22.49,0.23,0.53,51.53,54.13,6.72,8.09,4.36,3.94,0.6,0.6,105.0,105.67,1,0,0.48,,2,0,109.0,106.78,2.22,97.32,0.57,0.52,12.83,22.8,0.21,0.56,49.93,57.66,8.01,8.12,-1.56,2.02,0.4,0.6,106.84,104.64,0,1,,0.5,2,0,133,109,1,0,-2.97,-2.86,0.11,-0.17,5.92,0.2,1.92,0.0,-0.03,-1.02,-0.31,0.02,1.13,0,1
2017-18,2018-01-17,CHI,GSW,1,45,46,103.85,109.67,-5.82,97.72,0.39,0.5,12.65,19.48,0.16,0.53,49.31,60.98,7.09,6.67,-7.54,-3.89,0.6,0.5,102.75,108.34,3,0,0.5,,2,0,115.28,106.28,9.0,100.03,0.8,0.58,14.17,21.46,0.2,0.61,51.41,70.19,8.15,13.28,3.82,4.89,0.8,0.8,115.87,106.76,3,0,,0.87,2,0,112,119,0,0,-14.82,-11.43,3.39,-0.41,-11.36,-0.2,-8.78,-0.3,-0.08,-1.52,-1.98,-0.04,-2.31,0,0
2017-18,2018-01-17,DEN,LAC,0,45,44,109.38,108.61,0.77,96.36,0.52,0.52,13.98,26.67,0.19,0.56,52.54,58.97,8.0,8.09,-8.84,-2.91,0.4,0.4,106.18,105.52,1,0,,0.3,1,0,109.72,109.09,0.63,97.76,0.51,0.53,13.59,23.16,0.23,0.56,49.84,54.93,7.86,8.94,11.42,6.44,1.0,0.8,107.47,106.72,5,0,0.59,,2,0,104,109,0,0,0.14,-0.34,-0.48,0.01,-20.26,-0.6,-9.35,-0.4,-0.01,0.39,3.51,-0.04,-1.4,-1,-4
2017-18,2018-01-17,DET,TOR,0,43,43,107.07,106.69,0.38,95.58,0.52,0.51,12.83,22.6,0.17,0.54,49.66,57.23,8.1,6.36,5.26,0.91,0.4,0.4,102.38,101.86,0,2,,0.39,2,0,113.79,105.91,7.88,98.25,0.69,0.54,12.09,23.05,0.22,0.58,50.81,55.04,8.51,9.83,5.28,5.49,0.4,0.6,112.33,104.6,0,2,0.83,,2,0,91,96,0,0,-7.5,-6.72,0.78,-0.17,-0.02,0.0,-4.58,-0.2,-0.03,0.74,-0.45,-0.05,-2.67,0,0
2017-18,2018-01-17,LAL,OKC,0,44,45,103.47,107.27,-3.81,101.35,0.35,0.5,14.3,23.6,0.18,0.53,50.58,57.82,8.27,8.43,8.08,-4.94,0.8,0.4,106.67,110.47,0,1,,0.3,2,0,108.32,105.15,3.17,95.34,0.55,0.51,12.97,27.16,0.19,0.54,51.75,53.35,9.78,10.02,-5.04,3.45,0.4,0.5,104.11,101.05,2,0,0.68,,2,0,90,114,0,0,-6.98,-4.85,2.12,-0.2,13.12,0.4,-8.39,-0.1,-0.01,1.33,-3.56,-0.01,6.01,0,-2
2017-18,2018-01-17,MEM,NYK,1,43,45,105.61,109.14,-3.53,93.58,0.33,0.5,13.56,20.88,0.23,0.55,48.66,57.55,7.85,10.21,-1.82,0.8,0.4,0.5,99.14,102.29,1,0,0.41,,2,0,107.68,108.29,-0.61,95.96,0.45,0.52,14.06,25.16,0.19,0.55,51.76,56.37,7.2,9.63,0.34,-4.14,0.4,0.3,104.34,105.07,1,0,,0.25,2,0,105,99,1,0,-2.92,-2.07,0.85,-0.12,-2.16,0.0,4.94,0.2,-0.02,-0.5,-4.28,0.04,-2.38,0,0
2017-18,2018-01-17,MIA,MIL,0,44,44,106.28,107.02,-0.73,94.82,0.58,0.53,14.14,19.51,0.18,0.56,49.82,57.6,7.52,9.0,4.24,3.39,0.8,0.8,101.09,101.84,0,1,,0.59,2,0,109.38,110.35,-0.97,95.55,0.53,0.53,12.94,19.27,0.23,0.57,48.24,56.87,8.82,9.49,-6.32,-2.42,0.4,0.5,105.02,105.88,1,0,0.64,,2,0,106,101,1,0,0.24,-3.1,-3.33,0.05,10.56,0.4,5.81,0.3,0.0,1.2,0.24,-0.05,-0.73,0,-1
2017-18,2018-01-17,SAC,UTA,1,44,44,102.75,112.1,-9.36,94.97,0.3,0.5,13.44,21.57,0.15,0.53,47.93,54.6,8.69,8.1,-10.7,-8.11,0.0,0.2,97.72,106.56,0,5,0.35,,2,0,106.07,107.29,-1.22,94.77,0.4,0.51,13.54,19.65,0.19,0.55,48.4,56.42,9.62,8.77,-6.96,-10.92,0.2,0.2,100.58,101.86,0,2,,0.18,2,0,105,120,0,0,-8.14,-3.32,4.81,-0.1,-3.74,-0.2,2.81,0.0,-0.01,-0.1,1.92,-0.04,0.2,0,0
2017-18,2018-01-18,BOS,PHI,1,46,41,107.4,102.08,5.32,95.76,0.76,0.52,13.09,20.9,0.19,0.55,50.29,58.29,7.9,8.16,6.3,6.49,0.8,0.8,103.22,98.13,0,1,0.75,,2,0,106.8,106.3,0.5,100.83,0.5,0.52,15.6,25.3,0.21,0.56,52.66,64.52,8.32,8.57,10.62,4.1,0.8,0.6,108.62,108.18,1,0,,0.5,3,0,80,89,0,0,4.82,0.6,-4.22,0.26,-4.32,0.0,2.39,0.2,0.0,-2.51,-4.4,-0.02,-5.07,-1,-1
2017-18,2018-01-18,CLE,ORL,1,44,45,112.64,111.68,0.96,97.12,0.6,0.55,13.1,20.06,0.22,0.58,48.81,58.95,7.47,6.82,-14.4,-9.5,0.2,0.2,109.51,108.74,0,4,0.75,,3,0,105.78,111.5,-5.72,99.29,0.3,0.52,13.4,20.07,0.18,0.55,47.6,58.91,7.05,7.61,-5.46,-5.98,0.2,0.2,105.3,110.89,1,0,,0.21,2,0,104,103,1,0,6.68,6.86,0.18,0.3,-8.94,0.0,-3.52,0.0,0.03,-0.3,-0.01,0.04,-2.17,1,-1
2017-18,2018-01-18,HOU,MIN,1,43,47,114.91,107.38,7.53,99.16,0.71,0.55,13.37,22.48,0.24,0.59,51.82,57.14,8.87,8.24,3.28,0.98,0.6,0.5,114.64,107.07,0,1,0.71,,3,0,113.22,108.98,4.24,95.4,0.63,0.52,11.77,24.89,0.23,0.57,50.29,55.69,9.44,7.63,13.64,11.46,0.8,0.7,108.65,104.76,0,1,,0.5,2,0,116,98,1,0,3.29,1.69,-1.6,0.08,-10.36,-0.2,-10.48,-0.2,0.03,1.6,-2.41,0.01,3.76,1,0
2017-18,2018-01-18,IND,POR,0,45,45,110.8,109.36,1.44,96.47,0.55,0.54,12.63,21.96,0.18,0.57,49.81,54.41,7.98,8.06,9.9,3.35,0.8,0.5,107.39,106.0,3,0,,0.5,3,0,107.2,106.57,0.63,96.55,0.52,0.51,13.2,22.73,0.19,0.55,51.14,48.65,7.17,8.77,-2.78,-2.07,0.4,0.5,104.0,103.34,1,0,0.52,,2,0,86,100,0,0,0.81,3.6,2.79,0.03,12.68,0.4,5.42,0.0,0.03,-0.57,-0.77,-0.01,-0.08,1,2
2017-18,2018-01-19,BKN,MIA,1,46,45,105.3,108.48,-3.18,99.88,0.36,0.5,13.97,21.9,0.21,0.54,49.83,59.14,6.33,6.3,-11.08,-5.7,0.2,0.3,105.87,109.09,0,3,0.38,,2,0,106.4,107.0,-0.6,94.82,0.59,0.53,14.13,19.6,0.18,0.56,49.93,57.97,7.45,9.12,5.08,2.05,0.8,0.8,101.2,101.82,1,0,,0.61,2,0,101,95,1,0,-2.58,-1.1,1.48,-0.23,-16.16,-0.6,-7.75,-0.5,-0.03,-0.16,2.3,0.03,5.06,0,-1
2017-18,2018-01-19,DEN,PHX,1,46,46,109.2,108.56,0.64,96.49,0.51,0.52,14.04,26.95,0.19,0.55,52.55,58.88,8.1,8.18,-7.8,-3.1,0.4,0.4,106.13,105.6,0,1,0.76,,2,0,105.47,112.44,-6.97,99.86,0.36,0.5,13.83,24.13,0.23,0.54,49.74,54.48,6.6,7.42,-9.72,-6.98,0.2,0.4,105.4,112.44,0,3,,0.38,3,0,100,108,0,0,7.61,3.73,-3.88,0.15,1.92,0.2,3.88,0.0,0.02,0.21,2.82,-0.04,-3.37,-1,0
2017-18,2018-01-19,DET,WAS,1,44,46,106.77,106.52,0.25,95.6,0.51,0.51,12.85,22.61,0.16,0.54,49.58,57.29,8.25,6.54,2.72,-2.34,0.2,0.3,102.12,101.72,0,3,0.68,,2,0,108.96,107.32,1.64,97.41,0.56,0.52,12.88,22.65,0.21,0.56,49.82,58.1,7.9,8.17,-4.84,1.11,0.4,0.6,106.89,105.27,0,2,,0.48,2,0,112,122,0,0,-1.39,-2.19,-0.8,-0.05,7.56,-0.2,-3.45,-0.3,-0.01,-0.03,-0.04,-0.05,-1.81,0,0
2017-18,2018-01-19,IND,LAL,0,46,45,110.38,109.3,1.08,96.4,0.53,0.54,12.52,21.89,0.17,0.57,49.7,54.25,7.9,8.03,4.2,2.31,0.6,0.5,106.91,105.87,0,1,,0.48,1,0,103.32,107.62,-4.31,101.16,0.34,0.5,14.38,23.41,0.18,0.53,50.25,58.0,8.3,8.28,-0.62,-6.0,0.6,0.4,106.3,110.55,0,2,0.39,,2,0,86,99,0,0,5.39,7.06,1.68,0.19,4.82,0.0,8.31,0.1,0.04,-1.86,-1.52,-0.01,-4.76,-1,0
2017-18,2018-01-19,MEM,SAC,1,44,45,105.82,109.11,-3.3,93.54,0.35,0.5,13.5,21.13,0.22,0.55,48.68,57.52,7.89,10.1,1.14,1.13,0.6,0.5,99.28,102.21,2,0,0.43,,2,0,103.03,112.55,-9.52,94.88,0.3,0.5,13.57,21.67,0.15,0.53,48.1,54.49,8.72,8.09,-12.56,-11.33,0.0,0.1,97.89,106.86,0,6,,0.26,2,0,106,88,1,0,6.22,2.79,-3.44,0.05,13.7,0.6,12.46,0.4,0.0,-0.07,-0.54,0.07,-1.34,0,2
2017-18,2018-01-19,NYK,UTA,0,46,45,107.68,108.42,-0.74,95.87,0.44,0.52,14.04,25.26,0.19,0.55,51.73,56.52,7.16,9.84,-1.78,-3.52,0.2,0.3,104.22,105.07,0,1,,0.24,2,0,106.66,107.47,-0.82,94.69,0.41,0.52,13.46,19.6,0.19,0.56,48.31,56.42,9.78,8.75,-2.0,-7.65,0.4,0.3,101.02,101.93,1,0,0.62,,2,0,117,115,1,0,0.08,1.02,0.95,0.03,0.22,-0.2,4.13,0.0,0.0,0.58,5.66,0.0,1.18,0,-1
2017-18,2018-01-19,SAS,TOR,0,47,44,107.18,103.48,3.7,94.64,0.65,0.51,12.98,22.76,0.19,0.55,51.15,57.83,7.79,9.62,6.12,3.14,0.6,0.5,101.33,97.87,1,0,,0.44,2,0,113.46,105.64,7.82,98.2,0.7,0.53,12.25,23.16,0.22,0.57,50.88,55.4,8.46,9.91,6.16,7.75,0.4,0.7,111.95,104.28,1,0,0.84,,2,0,83,86,0,0,-4.12,-6.28,-2.16,-0.05,-0.04,0.2,-4.61,-0.2,-0.02,0.73,-0.4,-0.03,-3.56,0,0
2017-18,2018-01-20,ATL,CHI,1,45,46,106.75,110.79,-4.04,97.0,0.3,0.52,14.09,22.79,0.19,0.55,48.35,61.95,8.57,7.52,2.34,-2.61,0.6,0.4,103.7,107.73,2,0,0.43,,3,0,103.92,109.75,-5.83,97.88,0.38,0.5,12.57,19.58,0.16,0.53,49.32,60.81,7.14,6.61,-0.58,-5.78,0.6,0.4,102.96,108.58,0,1,,0.27,3,0,97,113,0,0,1.79,2.83,1.04,-0.08,2.92,0.0,3.17,0.0,0.02,1.52,3.21,0.03,-0.88,0,2
2017-18,2018-01-20,CHA,MIA,1,44,46,106.72,106.9,-0.18,98.52,0.42,0.5,11.73,22.63,0.23,0.54,51.62,54.18,6.8,8.1,6.3,5.78,0.6,0.6,105.65,105.74,2,0,0.5,,3,0,106.34,107.07,-0.73,94.75,0.58,0.53,14.09,19.74,0.18,0.56,49.92,58.08,7.45,9.27,3.56,3.82,0.6,0.8,101.07,101.8,0,1,,0.58,1,0,105,106,0,0,0.55,0.38,-0.17,-0.16,2.74,0.0,1.96,-0.2,-0.03,-2.36,2.89,0.05,3.77,2,2
2017-18,2018-01-20,CLE,OKC,1,45,46,112.43,111.47,0.96,97.2,0.61,0.54,13.19,20.28,0.22,0.58,48.89,58.93,7.48,6.8,-14.92,-8.63,0.2,0.3,109.39,108.61,1,0,0.76,,2,0,108.64,104.97,3.67,95.28,0.56,0.51,13.01,27.6,0.18,0.54,52.03,53.23,9.81,10.04,3.08,4.29,0.6,0.5,104.33,100.8,3,0,,0.41,3,0,124,148,0,0,-2.71,3.79,6.5,0.05,-18.0,-0.4,-12.92,-0.2,0.03,0.18,-7.32,0.04,1.92,-1,-2
2017-18,2018-01-20,DAL,POR,0,46,46,107.01,108.92,-1.92,95.47,0.33,0.52,11.86,16.42,0.17,0.56,46.96,59.08,7.02,6.86,1.54,1.74,0.4,0.5,102.51,104.49,0,2,,0.29,4,0,107.19,106.24,0.95,96.48,0.53,0.51,13.12,22.84,0.19,0.55,51.23,48.59,7.15,8.82,-2.06,1.03,0.4,0.6,103.91,102.96,2,0,0.55,,2,0,108,117,0,0,-2.87,-0.18,2.68,-0.2,3.6,0.0,0.71,-0.1,0.01,-1.26,-6.42,-0.02,-1.01,2,-2
2017-18,2018-01-20,GSW,HOU,0,47,44,115.24,106.29,8.95,100.14,0.8,0.58,14.15,21.26,0.2,0.61,51.38,69.9,8.08,13.09,3.12,6.65,0.8,0.9,115.93,106.87,4,0,,0.88,3,0,115.18,107.36,7.81,99.0,0.72,0.55,13.28,22.55,0.24,0.59,51.85,57.13,8.94,8.25,8.7,3.04,0.8,0.6,114.67,106.86,1,0,0.73,,2,0,108,116,0,0,1.14,0.06,-1.07,0.08,-5.58,0.0,3.61,0.3,0.03,0.87,-1.29,-0.04,1.14,1,3
2017-18,2018-01-20,LAC,UTA,0,45,46,109.65,108.92,0.73,97.86,0.52,0.53,13.65,23.39,0.23,0.56,49.78,54.93,7.9,8.89,12.2,5.41,1.0,0.8,107.5,106.66,6,0,,0.43,3,0,106.78,107.62,-0.84,94.86,0.4,0.52,13.47,19.93,0.19,0.56,48.55,56.17,9.64,8.75,-2.16,-5.1,0.4,0.3,101.33,102.27,0,1,0.59,,1,0,113,125,0,0,1.57,2.87,1.3,0.12,14.36,0.6,10.51,0.5,0.01,0.18,3.46,0.04,3.0,2,6
2017-18,2018-01-20,MEM,NOP,0,45,45,105.94,108.73,-2.79,93.58,0.36,0.5,13.46,21.32,0.22,0.55,48.77,57.61,8.0,10.08,5.32,3.23,0.8,0.6,99.43,101.89,3,0,,0.25,1,0,110.26,110.18,0.08,99.36,0.52,0.55,14.3,20.18,0.2,0.59,49.55,63.34,7.4,8.71,1.74,-0.67,0.6,0.5,110.75,110.68,0,1,0.55,,3,0,104,111,0,0,-2.87,-4.32,-1.45,-0.16,3.58,0.2,3.9,0.1,-0.05,-0.84,1.14,0.02,-5.78,-2,3
2017-18,2018-01-20,MIL,PHI,0,45,42,109.31,110.38,-1.07,95.54,0.52,0.53,12.88,19.11,0.23,0.57,48.17,57.16,8.76,9.43,-4.66,-3.17,0.4,0.4,104.93,105.89,0,1,,0.43,3,0,106.46,105.74,0.71,100.71,0.51,0.52,15.8,25.23,0.21,0.56,52.76,64.24,8.37,8.64,9.92,5.54,0.8,0.7,108.15,107.49,2,0,0.5,,2,0,94,116,0,0,-1.78,2.85,4.64,0.01,-14.58,-0.4,-8.71,-0.3,0.01,-2.92,-6.12,0.02,-5.17,1,-2
2017-18,2018-01-20,MIN,TOR,1,48,45,113.08,109.34,3.73,95.33,0.62,0.52,11.75,24.77,0.23,0.57,50.23,55.85,9.42,7.81,3.84,7.63,0.6,0.6,108.43,105.0,0,2,0.75,,2,0,112.98,105.26,7.72,98.09,0.7,0.53,12.27,23.06,0.21,0.57,50.8,55.21,8.46,9.72,7.02,6.74,0.6,0.7,111.36,103.8,2,0,,0.58,1,0,115,109,1,0,-3.99,0.1,4.08,-0.08,-3.18,0.0,0.89,-0.1,-0.01,-0.52,1.71,0.02,-2.76,1,-2
2017-18,2018-01-21,BKN,DET,0,47,45,105.4,108.37,-2.97,99.7,0.37,0.5,13.96,21.96,0.21,0.54,49.84,59.07,6.31,6.44,-2.86,-4.75,0.4,0.4,105.76,108.78,1,0,,0.33,2,0,107.0,107.0,0.01,95.6,0.5,0.51,12.86,22.58,0.17,0.54,49.61,57.4,8.26,6.54,1.24,-2.06,0.2,0.3,102.34,102.18,0,4,0.65,,2,0,101,100,1,0,-2.98,-1.6,1.37,-0.13,-4.1,0.2,-2.69,0.1,-0.01,1.1,-0.62,0.04,4.1,0,1
2017-18,2018-01-21,BOS,ORL,1,47,46,106.88,101.88,5.0,95.76,0.74,0.52,13.22,20.62,0.19,0.55,50.13,57.97,7.88,8.18,1.66,2.99,0.6,0.7,102.72,97.93,0,2,0.72,,3,0,105.7,111.32,-5.62,99.32,0.29,0.52,13.4,20.12,0.18,0.55,47.6,58.96,7.16,7.7,-4.94,-4.21,0.2,0.2,105.24,110.73,0,1,,0.2,3,0,95,103,0,0,10.62,1.18,-9.44,0.45,6.6,0.4,7.2,0.5,0.0,-0.18,0.5,0.01,-3.56,0,0
2017-18,2018-01-21,IND,SAS,0,47,48,109.94,109.18,0.76,96.39,0.52,0.53,12.42,21.9,0.17,0.56,49.67,53.95,7.93,8.02,3.1,2.18,0.6,0.5,106.46,105.72,0,2,,0.45,2,0,106.8,103.24,3.55,94.61,0.64,0.51,12.93,22.9,0.19,0.55,51.19,57.84,7.83,9.67,4.04,4.35,0.4,0.5,100.94,97.62,0,1,0.9,,2,0,94,86,1,0,-2.79,3.14,5.94,-0.12,-0.94,0.2,-2.17,0.0,0.02,-0.51,-1.0,-0.02,1.78,0,0
2017-18,2018-01-21,LAL,NYK,1,46,47,103.32,107.23,-3.91,101.04,0.36,0.51,14.39,23.24,0.18,0.53,50.28,58.03,8.28,8.28,-0.44,-4.13,0.6,0.5,106.13,110.0,1,0,0.42,,2,0,107.83,108.51,-0.68,96.01,0.46,0.52,13.97,25.05,0.19,0.55,51.5,56.43,7.14,9.85,-0.88,-3.52,0.4,0.3,104.5,105.28,1,0,,0.27,2,0,127,107,1,0,-3.23,-4.51,-1.28,-0.1,0.44,0.2,-0.61,0.2,-0.01,0.42,-1.81,-0.01,5.03,0,0
2017-18,2018-01-22,ATL,UTA,1,46,47,106.48,110.78,-4.3,97.12,0.29,0.52,14.04,22.66,0.19,0.55,48.35,62.29,8.49,7.54,-0.58,-2.84,0.6,0.4,103.56,107.84,0,1,0.41,,2,0,107.07,107.64,-0.57,95.07,0.41,0.52,13.57,20.12,0.2,0.56,48.85,55.96,9.62,8.7,-0.46,-1.57,0.4,0.4,101.85,102.5,1,0,,0.22,2,0,104,90,1,0,-3.73,-0.59,3.14,-0.12,-0.12,0.2,-1.27,0.0,0.0,0.47,2.54,-0.01,2.05,0,-1
2017-18,2018-01-22,CHA,SAC,1,45,46,106.75,106.95,-0.2,98.49,0.41,0.5,11.64,22.5,0.23,0.54,51.53,54.17,6.85,8.22,6.9,6.88,0.6,0.6,105.64,105.75,0,1,0.48,,2,0,102.8,112.53,-9.73,94.89,0.29,0.5,13.69,21.72,0.15,0.53,48.08,54.53,8.76,8.04,-13.8,-12.09,0.0,0.1,97.67,106.84,0,7,,0.25,3,0,112,107,1,0,9.53,3.95,-5.58,0.12,20.7,0.6,18.97,0.5,0.0,-2.05,0.78,0.08,3.6,-1,0
2017-18,2018-01-22,CHI,NOP,0,47,46,104.06,109.43,-5.37,97.98,0.39,0.51,12.63,19.37,0.16,0.54,49.37,61.17,7.16,6.51,4.3,-3.82,0.8,0.5,103.17,108.33,1,0,,0.3,2,0,110.44,110.2,0.24,99.23,0.53,0.55,14.22,20.06,0.21,0.59,49.52,63.24,7.38,8.76,3.88,0.86,0.8,0.6,110.76,110.53,1,0,0.57,,2,0,128,132,0,1,-5.61,-6.38,-0.77,-0.14,0.42,0.0,-4.68,-0.1,-0.04,-1.59,-0.69,-0.05,-1.25,0,0
