Season,Date,Team,Opponent,Is_Home,Game_Number_Team,Game_Number_Opp,Team_ORtg_avg,Team_DRtg_avg,Team_NetRtg_avg,Team_Pace_avg,Team_WinPct_avg,Team_eFG%_avg,Team_TOV%_avg,Team_ORB%_avg,Team_FT/FGA_avg,Team_TS%_avg,Team_TRB%_avg,Team_AST%_avg,Team_STL%_avg,Team_BLK%_avg,Team_NetRtg_last5,Team_NetRtg_last10,Team_WinPct_last5,Team_WinPct_last10,Team_Points_For_avg,Team_Points_Against_avg,Team_Current_Win_Streak,Team_Current_Loss_Streak,Team_Home_WinPct,Team_Away_WinPct,Team_Days_Rest,Team_Is_BackToBack,Opp_ORtg_avg,Opp_DRtg_avg,Opp_NetRtg_avg,Opp_Pace_avg,Opp_WinPct_avg,Opp_eFG%_avg,Opp_TOV%_avg,Opp_ORB%_avg,Opp_FT/FGA_avg,Opp_TS%_avg,Opp_TRB%_avg,Opp_AST%_avg,Opp_STL%_avg,Opp_BLK%_avg,Opp_NetRtg_last5,Opp_NetRtg_last10,Opp_WinPct_last5,Opp_WinPct_last10,Opp_Points_For_avg,Opp_Points_Against_avg,Opp_Current_Win_Streak,Opp_Current_Loss_Streak,Opp_Home_WinPct,Opp_Away_WinPct,Opp_Days_Rest,Opp_Is_BackToBack,Team_Score,Opp_Score,Result,OT,NetRtg_Diff,ORtg_Diff,DRtg_Diff,WinPct_Diff,NetRtg_Diff_last5,WinPct_Diff_last5,NetRtg_Diff_last10,WinPct_Diff_last10,eFG%_Diff,TOV%_Diff,ORB%_Diff,FT/FGA_Diff,Pace_Diff,Rest_Advantage,Win_Streak_Diff
2021-22,2022-01-01,DEN,HOU,0,34,37,108.92,109.11,-0.19,96.9,0.52,0.53,12.62,19.15,0.15,0.56,48.78,64.2,7.69,7.71,0.28,-0.12,0.6,0.6,105.76,106.0,2,0,,0.47,4,0,106.76,114.61,-7.86,100.19,0.28,0.53,15.27,22.3,0.2,0.56,48.82,59.79,7.33,9.89,-15.18,-12.74,0.0,0.2,107.08,114.94,0,6,0.44,,1,0,124,111,1,0,7.67,2.16,-5.5,0.24,15.46,0.6,12.62,0.4,0.0,-2.65,-3.15,-0.05,-3.29,3,2
2021-22,2022-01-01,DET,SAS,1,34,35,101.12,110.83,-9.71,98.91,0.15,0.48,13.73,21.54,0.2,0.52,47.75,59.79,8.26,8.98,-9.4,-9.52,0.2,0.1,100.24,110.03,0,4,0.19,,3,0,110.8,109.64,1.16,100.29,0.41,0.53,11.17,23.09,0.15,0.55,49.7,65.19,7.96,9.23,12.72,4.19,0.6,0.5,111.35,110.06,0,2,,0.41,1,0,117,116,1,1,-10.87,-9.68,1.19,-0.26,-22.12,-0.4,-13.71,-0.4,-0.05,2.56,-1.55,0.05,-1.38,2,0
2021-22,2022-01-01,GSW,UTA,0,35,36,112.24,102.22,10.01,98.54,0.79,0.56,14.46,23.54,0.18,0.59,52.79,69.05,9.39,10.22,2.26,2.76,0.6,0.7,110.88,100.88,0,1,,0.73,4,0,117.47,107.01,10.45,98.86,0.74,0.57,13.06,24.63,0.21,0.6,53.27,54.44,7.18,9.35,9.7,9.69,1.0,0.8,116.03,105.69,6,0,0.7,,1,0,123,116,1,0,-0.44,-5.23,-4.79,0.05,-7.44,-0.4,-6.93,-0.1,-0.01,1.4,-1.09,-0.03,-0.32,3,-6
2021-22,2022-01-01,MIL,NOP,1,38,36,112.34,108.13,4.21,98.84,0.65,0.54,12.49,23.63,0.18,0.57,51.42,56.59,7.69,9.36,13.28,5.03,1.0,0.7,111.59,107.43,5,0,0.71,,2,0,107.98,112.45,-4.47,96.9,0.37,0.5,13.17,26.24,0.19,0.54,52.14,63.45,7.48,7.98,5.0,1.24,0.8,0.6,105.06,109.46,1,0,,0.32,4,0,136,113,1,0,8.68,4.36,-4.32,0.28,8.28,0.2,3.79,0.1,0.04,-0.68,-2.61,-0.01,1.94,-2,4
2021-22,2022-01-02,BOS,ORL,1,37,37,109.28,108.24,1.04,97.06,0.47,0.51,12.45,23.74,0.2,0.55,50.32,58.12,7.62,10.61,1.24,-0.29,0.4,0.4,108.03,107.0,1,0,0.59,,2,0,103.55,113.46,-9.91,98.28,0.19,0.5,13.41,21.28,0.18,0.53,48.64,58.92,6.73,9.01,-9.28,-7.69,0.2,0.2,101.69,111.5,0,4,,0.24,3,0,116,111,1,1,10.95,5.73,-5.22,0.28,10.52,0.2,7.4,0.2,0.01,-0.96,2.46,0.02,-1.22,-1,1
2021-22,2022-01-02,CHA,PHX,1,37,36,113.38,114.27,-0.89,100.49,0.53,0.54,11.31,22.17,0.17,0.57,47.64,62.73,8.71,10.34,0.12,-2.27,0.6,0.5,115.17,116.08,3,0,0.69,,4,0,111.62,105.0,6.62,99.83,0.77,0.54,12.38,21.6,0.18,0.57,49.77,61.26,8.62,7.32,0.78,5.77,0.4,0.6,111.71,104.97,0,1,,0.73,2,0,99,133,0,0,-7.51,1.76,9.27,-0.24,-0.66,0.2,-8.04,-0.1,0.0,-1.07,0.57,-0.01,0.66,2,3
2021-22,2022-01-02,CLE,IND,1,37,37,110.56,105.18,5.38,97.32,0.56,0.54,13.92,23.22,0.18,0.57,51.24,63.46,7.62,8.21,1.22,11.31,0.2,0.6,107.69,102.33,0,3,0.56,,2,0,110.32,109.91,0.42,96.94,0.39,0.52,12.69,24.91,0.17,0.55,51.77,58.61,7.36,10.46,-7.08,-0.89,0.2,0.4,107.78,107.44,0,3,,0.19,2,0,108,104,1,0,4.96,0.24,-4.73,0.17,8.3,0.0,12.2,0.2,0.02,1.23,-1.69,0.01,0.38,0,0
2021-22,2022-01-02,DAL,OKC,0,36,36,109.83,109.07,0.77,95.69,0.49,0.52,11.31,21.95,0.18,0.55,49.55,60.27,7.19,7.7,4.02,7.14,0.4,0.5,105.46,104.89,1,0,,0.47,2,0,101.95,109.27,-7.33,98.34,0.37,0.48,12.11,20.81,0.17,0.51,48.66,55.5,7.15,9.47,-3.0,-1.98,0.4,0.5,100.2,107.37,1,0,0.44,,2,0,95,86,1,0,8.1,7.88,-0.2,0.12,7.02,0.0,9.12,0.0,0.04,-0.8,1.14,0.01,-2.65,0,0
2021-22,2022-01-02,LAL,MIN,1,38,36,107.92,108.92,-1.0,100.82,0.49,0.53,13.7,21.17,0.18,0.56,49.52,59.2,8.01,10.62,0.7,-2.07,0.4,0.4,111.05,112.19,1,0,0.52,,2,0,108.29,109.09,-0.79,99.16,0.46,0.51,13.05,25.85,0.17,0.54,49.01,60.27,8.55,11.6,-7.94,-1.04,0.2,0.5,108.14,109.09,0,2,,0.4,2,0,108,103,1,0,-0.21,-0.37,-0.17,0.03,8.64,0.2,-1.03,-0.1,0.02,0.65,-4.68,0.01,1.66,0,1
2021-22,2022-01-02,MIA,SAC,0,37,38,112.19,107.95,4.24,95.55,0.64,0.54,13.38,24.68,0.19,0.57,51.37,64.72,7.43,7.01,12.46,8.33,1.0,0.8,107.72,103.56,5,0,,0.55,2,0,108.74,113.12,-4.38,99.75,0.41,0.52,12.65,22.93,0.19,0.55,48.87,55.85,7.17,8.38,-10.3,-8.58,0.4,0.4,109.35,113.7,0,1,0.43,,2,0,113,115,0,0,8.62,3.45,-5.17,0.23,22.76,0.6,16.91,0.4,0.02,0.73,1.75,0.0,-4.2,0,5
2021-22,2022-01-02,NYK,TOR,0,37,33,108.88,109.57,-0.69,95.61,0.47,0.51,12.27,23.34,0.19,0.55,50.17,56.31,7.06,10.81,1.86,0.51,0.6,0.5,104.69,105.33,0,1,,0.56,2,0,110.7,110.8,-0.09,96.03,0.47,0.5,11.09,27.45,0.16,0.53,49.97,54.23,9.47,9.52,-4.1,2.23,0.4,0.6,106.53,106.78,1,0,0.44,,2,0,105,120,0,0,-0.6,-1.82,-1.23,0.0,5.96,0.2,-1.72,-0.1,0.01,1.18,-4.11,0.03,-0.42,0,-1
2021-22,2022-01-03,ATL,POR,0,36,36,113.73,113.61,0.12,97.23,0.46,0.53,11.02,23.41,0.19,0.57,51.22,58.05,6.87,8.64,-7.12,-6.07,0.4,0.3,110.63,110.54,1,0,,0.44,3,0,110.34,114.93,-4.58,98.01,0.37,0.52,12.53,22.62,0.2,0.56,50.3,58.05,7.59,9.33,-14.88,-9.44,0.2,0.2,108.23,112.69,0,4,0.55,,3,0,131,136,0,0,4.7,3.39,-1.32,0.09,7.76,0.2,3.37,0.1,0.01,-1.51,0.79,-0.01,-0.78,0,1
2021-22,2022-01-03,BKN,MEM,1,35,38,110.75,107.36,3.39,99.52,0.68,0.53,12.89,21.11,0.2,0.57,50.44,62.58,6.74,9.83,0.68,2.31,0.4,0.6,110.44,107.12,0,2,0.56,,2,0,111.91,109.1,2.81,98.8,0.62,0.52,11.71,28.32,0.18,0.55,52.49,60.11,10.41,11.48,6.98,9.01,0.8,0.7,111.11,108.24,4,0,,0.62,3,0,104,118,0,0,0.58,-1.16,-1.74,0.06,-6.3,-0.4,-6.7,-0.1,0.01,1.18,-7.21,0.02,0.72,-1,-4
2021-22,2022-01-03,CHA,WAS,0,38,37,112.83,114.56,-1.73,100.65,0.51,0.54,11.44,21.88,0.17,0.57,47.41,62.91,8.73,10.45,-0.44,-5.06,0.6,0.5,114.73,116.54,0,1,,0.43,1,0,109.26,111.76,-2.49,96.48,0.5,0.53,12.26,20.48,0.19,0.56,49.53,59.72,6.58,8.69,-1.06,-6.53,0.4,0.3,106.5,108.83,0,1,0.6,,2,0,121,124,0,0,0.76,3.57,2.8,0.01,0.62,0.2,1.47,0.2,0.01,-0.82,1.4,-0.02,4.17,-1,0
2021-22,2022-01-03,CHI,ORL,1,35,38,112.58,108.97,3.6,98.56,0.71,0.54,12.06,20.04,0.2,0.58,49.18,57.06,7.77,8.48,7.42,1.91,1.0,0.8,110.97,107.26,7,0,0.75,,2,0,103.5,113.26,-9.76,98.29,0.19,0.49,13.4,21.28,0.18,0.53,48.66,58.48,6.84,8.92,-11.48,-7.93,0.0,0.2,101.95,111.62,0,5,,0.23,1,0,102,98,1,0,13.36,9.08,-4.29,0.52,18.9,1.0,9.84,0.6,0.05,-1.34,-1.24,0.02,0.27,1,7
2021-22,2022-01-03,DAL,DEN,1,37,35,109.6,108.59,1.01,95.63,0.5,0.52,11.43,21.82,0.17,0.55,49.67,60.64,7.26,7.64,7.4,6.1,0.6,0.5,105.17,104.36,2,0,0.5,,1,0,109.41,109.2,0.2,96.95,0.53,0.54,12.7,19.65,0.16,0.56,49.0,64.42,7.76,7.9,-0.5,0.64,0.6,0.6,106.29,106.15,3,0,,0.5,2,0,103,89,1,0,0.81,0.19,-0.61,-0.03,7.9,0.0,5.46,-0.1,-0.02,-1.27,2.17,0.01,-1.32,-1,-1
2021-22,2022-01-03,DET,MIL,0,35,39,101.21,110.6,-9.4,99.0,0.18,0.48,13.78,22.04,0.2,0.52,48.02,59.33,8.33,9.01,-11.36,-9.13,0.2,0.2,100.74,110.21,1,0,,0.12,2,0,112.69,108.04,4.66,99.09,0.66,0.54,12.49,23.27,0.18,0.57,51.36,56.55,7.73,9.36,13.54,5.57,1.0,0.7,112.24,107.58,6,0,0.72,,2,0,115,106,1,0,-14.06,-11.48,2.56,-0.48,-24.9,-0.8,-14.7,-0.5,-0.06,1.29,-1.23,0.02,-0.09,0,-5
2021-22,2022-01-03,GSW,MIA,1,36,38,112.54,102.61,9.93,98.59,0.8,0.56,14.43,23.41,0.18,0.59,52.63,69.5,9.41,10.05,7.6,2.45,0.8,0.7,111.23,101.31,1,0,0.84,,2,0,112.32,108.24,4.08,95.58,0.62,0.54,13.22,24.99,0.19,0.57,51.48,64.5,7.34,7.01,5.96,5.38,0.8,0.7,107.86,103.86,0,1,,0.52,1,0,115,108,1,0,5.85,0.22,-5.63,0.18,1.64,0.0,-2.93,0.0,0.02,1.21,-1.58,-0.01,3.01,1,1
2021-22,2022-01-03,HOU,PHI,0,38,36,106.91,114.91,-8.0,100.15,0.27,0.53,15.29,22.46,0.21,0.56,48.69,59.64,7.41,9.83,-13.84,-14.64,0.0,0.1,107.19,115.19,0,7,,0.15,2,0,110.11,109.86,0.25,95.58,0.54,0.52,11.5,18.5,0.21,0.56,47.59,57.73,8.27,11.33,7.7,-2.46,0.8,0.5,106.09,105.94,3,0,0.43,,4,0,113,133,0,0,-8.25,-3.2,5.05,-0.27,-21.54,-0.8,-12.18,-0.4,0.01,3.79,3.96,0.0,4.57,-2,-3
2021-22,2022-01-03,LAC,MIN,1,38,37,106.78,106.71,0.08,98.6,0.51,0.52,13.32,19.58,0.17,0.56,47.95,58.72,7.81,8.1,-2.66,-2.63,0.4,0.4,105.51,105.22,1,0,0.55,,2,0,108.17,109.09,-0.91,99.15,0.44,0.51,13.23,26.4,0.17,0.54,49.5,60.02,8.56,11.44,-6.42,0.07,0.2,0.5,108.0,109.06,0,3,,0.38,1,0,104,122,0,0,0.99,-1.39,-2.38,0.07,3.76,0.2,-2.7,-0.1,0.01,0.09,-6.82,0.0,-0.55,1,1
2021-22,2022-01-03,NOP,UTA,1,37,37,107.89,112.82,-4.94,97.21,0.36,0.5,13.14,26.18,0.19,0.54,52.11,63.68,7.53,8.08,0.02,0.23,0.6,0.6,105.28,110.19,0,1,0.44,,2,0,117.42,107.46,9.97,98.89,0.72,0.56,13.01,24.81,0.21,0.6,53.26,54.24,7.17,9.09,5.96,6.4,0.8,0.7,116.03,106.17,0,1,,0.8,2,0,104,115,0,0,-14.91,-9.53,5.36,-0.36,-5.94,-0.2,-6.17,-0.1,-0.06,0.13,1.37,-0.02,-1.68,0,0
2021-22,2022-01-04,CLE,MEM,1,38,39,110.66,105.31,5.35,97.24,0.57,0.54,13.81,23.36,0.19,0.57,51.35,63.46,7.59,8.28,4.06,10.11,0.4,0.6,107.7,102.38,1,0,0.58,,2,0,112.18,109.07,3.11,98.74,0.63,0.52,11.68,28.83,0.17,0.55,52.81,59.84,10.44,11.44,11.74,6.92,1.0,0.7,111.29,108.13,5,0,,0.65,1,0,106,110,0,0,2.24,-1.52,-3.76,-0.06,-7.68,-0.6,3.19,-0.1,0.02,2.13,-5.47,0.02,-1.5,1,-4
2021-22,2022-01-04,IND,NYK,0,38,38,110.32,110.03,0.29,96.87,0.38,0.52,12.72,24.78,0.17,0.55,51.58,58.78,7.33,10.44,-1.82,-3.41,0.2,0.3,107.68,107.46,0,4,,0.18,2,0,108.79,109.88,-1.08,95.71,0.46,0.51,12.39,23.18,0.19,0.55,49.91,56.49,7.17,10.72,0.34,0.58,0.6,0.5,104.7,105.73,0,2,0.39,,2,0,94,104,0,0,1.37,1.53,0.15,-0.08,-2.16,-0.4,-3.99,-0.2,0.01,0.33,1.6,-0.02,1.16,0,0
2021-22,2022-01-04,LAL,SAC,1,39,39,107.95,108.79,-0.84,100.78,0.5,0.53,13.78,20.87,0.18,0.56,49.09,59.11,8.14,10.58,7.16,-2.78,0.6,0.4,110.97,111.95,2,0,0.55,,2,0,109.0,113.22,-4.21,99.67,0.42,0.52,12.71,22.81,0.19,0.55,48.75,56.42,7.07,8.24,-6.62,-6.11,0.6,0.5,109.5,113.68,1,0,,0.38,2,0,122,114,1,0,3.37,-1.05,-4.43,0.08,13.78,0.0,3.33,-0.1,0.01,1.07,-1.94,-0.01,1.11,0,1
2021-22,2022-01-04,NOP,PHX,1,38,37,107.93,113.05,-5.12,97.15,0.35,0.5,13.02,26.39,0.19,0.54,52.11,63.41,7.53,8.15,-5.38,-0.37,0.4,0.6,105.24,110.32,0,2,0.41,,1,0,111.99,104.66,7.33,100.02,0.78,0.54,12.42,21.9,0.18,0.57,50.08,61.48,8.77,7.34,4.82,10.63,0.4,0.7,112.31,104.81,1,0,,0.75,2,0,110,123,0,0,-12.45,-4.06,8.39,-0.43,-10.2,0.0,-11.0,-0.1,-0.04,0.6,4.49,0.01,-2.87,-1,-1
2021-22,2022-01-04,SAS,TOR,0,36,34,110.57,109.47,1.1,100.34,0.4,0.53,11.22,23.12,0.15,0.55,49.52,65.37,7.94,9.09,7.76,5.6,0.4,0.5,111.49,110.26,0,3,,0.39,3,0,111.01,110.65,0.37,96.13,0.48,0.5,11.2,27.6,0.17,0.54,50.26,54.14,9.46,9.6,-0.72,3.3,0.6,0.6,106.94,106.73,2,0,0.47,,2,0,104,129,0,0,0.73,-0.44,-1.18,-0.08,8.48,-0.2,2.3,-0.1,0.03,0.02,-4.48,-0.02,4.21,1,-2
2021-22,2022-01-05,ATL,SAC,0,37,40,114.25,114.28,-0.03,97.27,0.44,0.53,11.04,23.42,0.19,0.57,51.15,58.23,6.84,8.46,-8.58,-5.78,0.2,0.3,111.19,111.25,0,1,,0.42,2,0,109.2,113.52,-4.32,99.62,0.41,0.52,12.81,22.82,0.19,0.56,48.8,56.83,6.94,8.14,-3.28,-8.34,0.6,0.4,109.62,113.9,0,1,0.45,,1,0,108,102,1,0,4.29,5.05,0.76,0.03,-5.3,-0.4,2.56,-0.1,0.01,-1.77,0.6,0.0,-2.35,1,0
2021-22,2022-01-05,BKN,IND,0,36,39,110.67,107.79,2.88,99.43,0.66,0.53,12.87,21.01,0.2,0.57,50.0,62.96,6.84,9.97,-0.84,1.9,0.4,0.6,110.26,107.43,0,3,,0.81,2,0,110.21,110.22,-0.01,96.66,0.37,0.52,12.69,24.64,0.18,0.55,51.3,59.04,7.23,10.31,-6.66,-6.0,0.0,0.2,107.32,107.37,0,5,0.55,,1,0,129,121,1,0,2.89,0.46,-2.43,0.29,5.82,0.4,7.9,0.4,0.01,0.18,-3.63,0.02,2.77,1,0
2021-22,2022-01-05,BOS,SAS,1,38,37,109.19,108.06,1.14,97.11,0.49,0.51,12.61,23.65,0.2,0.55,50.32,58.28,7.54,10.72,0.16,2.35,0.4,0.5,108.24,107.11,2,0,0.61,,3,0,110.31,109.91,0.39,100.41,0.39,0.53,11.36,23.37,0.15,0.55,49.5,65.38,7.88,9.0,-2.54,1.65,0.2,0.4,111.28,110.78,0,4,,0.37,1,0,97,99,0,0,0.75,-1.12,-1.85,0.1,2.7,0.2,0.7,0.1,-0.02,1.25,0.28,0.05,-3.3,2,2
2021-22,2022-01-05,CHA,DET,1,39,36,112.94,114.71,-1.76,100.73,0.5,0.54,11.34,21.93,0.17,0.57,47.4,62.73,8.86,10.44,0.88,-5.45,0.6,0.4,114.89,116.74,0,2,0.64,,2,0,101.66,110.52,-8.87,98.98,0.2,0.48,13.74,21.98,0.2,0.52,48.07,59.65,8.27,8.81,-6.7,-6.59,0.4,0.3,101.14,110.09,2,0,,0.17,2,0,140,111,1,0,7.11,11.28,4.19,0.3,7.58,0.2,1.14,0.1,0.06,-2.4,-0.05,-0.03,1.75,0,-2
2021-22,2022-01-05,DAL,GSW,1,38,37,109.67,108.27,1.39,95.53,0.51,0.52,11.42,21.56,0.18,0.55,49.33,60.78,7.41,7.75,11.18,4.84,0.8,0.5,105.11,103.95,3,0,0.53,,2,0,112.54,102.69,9.84,98.69,0.81,0.56,14.34,23.19,0.18,0.59,52.46,69.98,9.44,10.11,5.98,4.1,0.8,0.8,111.33,101.5,2,0,,0.75,2,0,99,82,1,0,-8.45,-2.87,5.58,-0.3,5.2,0.0,0.74,-0.3,-0.04,-2.92,-1.63,0.0,-3.16,0,1
2021-22,2022-01-05,DEN,UTA,1,36,38,109.05,109.28,-0.24,96.81,0.51,0.54,13.04,20.01,0.16,0.56,49.39,64.52,7.73,7.74,-0.7,0.33,0.6,0.6,105.8,106.06,0,1,0.57,,2,0,117.52,107.51,10.01,98.79,0.73,0.57,13.03,24.82,0.21,0.6,53.11,54.23,7.15,9.05,7.54,5.45,0.8,0.7,116.0,106.11,1,0,,0.81,2,0,109,115,0,0,-10.25,-8.47,1.77,-0.22,-8.24,-0.2,-5.12,-0.1,-0.03,0.01,-4.81,-0.05,-1.98,0,-1
2021-22,2022-01-05,HOU,WAS,0,39,38,107.0,115.3,-8.3,100.21,0.26,0.53,15.14,22.42,0.21,0.56,48.56,59.85,7.37,9.76,-15.14,-13.01,0.0,0.1,107.34,115.66,0,8,,0.14,2,0,109.55,111.9,-2.35,96.66,0.51,0.53,12.28,20.56,0.19,0.56,49.63,59.86,6.54,8.62,-1.98,-3.65,0.4,0.4,106.97,109.16,1,0,0.62,,2,0,114,111,1,0,-5.95,-2.55,3.4,-0.25,-13.16,-0.4,-9.36,-0.3,0.0,2.86,1.86,0.02,3.55,0,-1
2021-22,2022-01-05,MIA,POR,0,39,37,112.14,108.35,3.79,95.76,0.61,0.54,13.3,24.95,0.19,0.57,51.53,64.51,7.28,6.92,3.98,5.89,0.6,0.7,107.87,104.16,0,2,,0.5,2,0,111.1,115.41,-4.31,98.04,0.39,0.53,12.43,22.79,0.2,0.56,50.33,58.15,7.66,9.24,-14.88,-7.92,0.2,0.3,109.0,113.19,1,0,0.57,,2,0,115,109,1,0,8.1,1.04,-7.06,0.22,18.86,0.4,13.81,0.4,0.01,0.87,2.16,-0.01,-2.28,0,-1
2021-22,2022-01-05,MIL,TOR,1,40,35,112.57,108.27,4.3,99.07,0.64,0.54,12.35,23.25,0.18,0.57,51.32,56.48,7.77,9.23,10.24,6.1,0.8,0.7,112.08,107.77,0,1,0.68,,2,0,111.43,110.36,1.07,96.33,0.5,0.51,11.16,27.75,0.17,0.54,50.28,54.51,9.55,9.71,0.2,4.4,0.6,0.6,107.59,106.65,3,0,,0.5,1,0,111,117,0,0,3.23,1.14,-2.09,0.14,10.04,0.2,1.7,0.1,0.03,1.19,-4.5,0.01,2.74,1,-3
2021-22,2022-01-05,MIN,OKC,1,38,37,108.54,108.94,-0.4,99.19,0.46,0.51,13.27,26.46,0.17,0.54,49.68,60.27,8.57,11.37,-0.48,1.37,0.4,0.5,108.38,108.92,1,0,0.5,,2,0,101.67,109.06,-7.39,98.21,0.36,0.48,12.08,20.64,0.17,0.51,48.59,55.54,7.28,9.45,-2.56,-0.94,0.4,0.5,99.81,107.03,0,1,,0.29,3,0,98,90,1,0,6.99,6.87,-0.12,0.1,2.08,0.0,2.31,0.0,0.03,1.19,5.82,0.0,0.98,-1,1
2021-22,2022-01-05,ORL,PHI,1,39,37,103.39,113.01,-9.62,98.29,0.18,0.49,13.37,21.02,0.18,0.53,48.62,58.69,6.8,8.78,-11.0,-7.12,0.0,0.2,101.84,111.37,0,6,0.13,,2,0,110.66,109.87,0.79,95.77,0.56,0.53,11.51,18.76,0.21,0.57,47.83,57.96,8.23,11.45,10.6,1.77,0.8,0.6,106.83,106.14,4,0,,0.62,2,0,106,116,0,0,-10.41,-7.27,3.14,-0.38,-21.6,-0.8,-8.89,-0.4,-0.04,1.86,2.26,-0.03,2.52,0,-4
2021-22,2022-01-06,BOS,NYK,0,39,39,109.12,108.07,1.05,96.96,0.47,0.51,12.53,23.73,0.2,0.55,50.21,58.0,7.63,10.82,0.54,0.68,0.4,0.4,107.95,106.89,0,1,,0.37,1,0,109.02,109.77,-0.76,95.52,0.47,0.51,12.32,23.49,0.19,0.55,50.16,56.15,7.16,10.44,-0.44,2.66,0.6,0.6,104.68,105.42,1,0,0.42,,2,0,105,108,0,0,1.81,0.1,-1.7,0.0,0.98,-0.2,-1.98,-0.2,0.0,0.21,0.24,0.01,1.44,-1,-1
2021-22,2022-01-06,DET,MEM,0,37,40,101.84,111.24,-9.41,99.08,0.19,0.48,13.68,21.87,0.2,0.52,47.92,59.67,8.36,8.78,-11.76,-8.3,0.4,0.3,101.42,110.92,0,1,,0.16,1,0,112.25,109.11,3.14,98.66,0.64,0.52,11.59,28.75,0.17,0.55,52.69,59.59,10.33,11.5,7.6,6.34,1.0,0.7,111.26,108.08,6,0,0.62,,2,0,88,118,0,0,-12.55,-10.41,2.13,-0.45,-19.36,-0.6,-14.64,-0.4,-0.04,2.09,-6.88,0.03,0.42,-1,-6
2021-22,2022-01-06,GSW,NOP,0,38,39,111.8,102.7,9.1,98.63,0.78,0.56,14.39,23.06,0.18,0.58,52.39,69.72,9.47,10.13,0.58,2.12,0.6,0.7,110.54,101.43,0,1,,0.71,1,0,108.05,113.38,-5.33,97.17,0.34,0.5,12.95,26.45,0.19,0.54,52.14,63.79,7.52,8.09,-9.32,-3.31,0.2,0.5,105.37,110.66,0,3,0.39,,2,0,96,101,0,0,14.43,3.75,-10.68,0.44,9.9,0.4,5.43,0.2,0.06,1.44,-3.39,-0.01,1.46,-1,0
2021-22,2022-01-06,LAC,PHX,0,39,38,106.7,107.1,-0.4,98.65,0.5,0.53,13.49,19.38,0.17,0.56,47.84,58.66,7.92,8.05,-5.66,-6.09,0.4,0.3,105.47,105.66,0,1,,0.47,3,0,112.36,104.87,7.49,99.96,0.78,0.54,12.36,21.67,0.18,0.58,49.99,61.7,8.73,7.38,9.44,11.56,0.6,0.7,112.59,104.95,2,0,0.8,,2,0,89,106,0,0,-7.89,-5.66,2.23,-0.28,-15.1,-0.2,-17.65,-0.4,-0.01,1.13,-2.29,-0.01,-1.31,1,-2
2021-22,2022-01-07,ATL,LAL,0,38,40,114.16,114.02,0.14,97.28,0.46,0.53,10.99,23.36,0.19,0.57,51.13,58.05,6.88,8.44,-4.34,-4.59,0.4,0.4,111.11,111.0,1,0,,0.45,2,0,108.39,109.0,-0.61,100.7,0.51,0.53,13.54,21.06,0.18,0.56,49.1,58.85,8.09,10.57,10.12,-2.24,0.8,0.4,111.26,112.0,3,0,0.57,,3,0,118,134,0,0,0.75,5.77,5.02,-0.05,-14.46,-0.4,-2.35,0.0,0.0,-2.55,2.3,0.01,-3.42,-1,-2
2021-22,2022-01-07,BKN,MIL,1,37,41,111.16,108.14,3.02,99.46,0.67,0.54,12.82,21.14,0.21,0.57,50.1,62.79,7.01,9.96,-0.56,1.9,0.4,0.6,110.78,107.81,1,0,0.53,,2,0,112.45,108.4,4.05,99.16,0.62,0.54,12.44,23.19,0.18,0.57,51.3,56.51,7.82,9.37,8.26,3.91,0.6,0.6,112.05,108.0,0,2,,0.6,2,0,109,121,0,0,-1.03,-1.29,-0.26,0.05,-8.82,-0.2,-2.01,0.0,0.0,0.38,-2.05,0.03,0.3,0,1
2021-22,2022-01-07,CHI,WAS,1,36,39,112.32,108.71,3.62,98.55,0.71,0.54,12.06,20.05,0.2,0.58,49.28,56.75,7.84,8.44,6.6,1.1,1.0,0.8,110.71,107.0,8,0,0.76,,4,0,109.41,111.77,-2.36,96.93,0.5,0.53,12.29,20.53,0.2,0.56,49.53,59.47,6.58,8.66,1.88,-3.34,0.4,0.4,107.08,109.29,0,1,,0.43,2,0,130,122,1,0,5.98,2.91,-3.06,0.21,4.72,0.6,4.44,0.4,0.01,-0.23,-0.48,0.0,1.62,2,8
2021-22,2022-01-07,CLE,POR,0,39,38,110.67,105.57,5.1,97.21,0.55,0.53,13.75,23.53,0.19,0.57,51.37,63.63,7.45,8.31,-5.06,8.37,0.2,0.5,107.66,102.58,0,1,,0.56,3,0,111.4,115.78,-4.38,97.8,0.38,0.53,12.26,22.66,0.21,0.56,50.1,58.05,7.69,9.26,-13.16,-8.1,0.2,0.3,109.0,113.24,0,1,0.55,,2,0,114,101,1,0,9.48,-0.73,-10.21,0.17,8.1,0.0,16.47,0.2,0.0,1.49,0.87,-0.02,-0.59,1,0
2021-22,2022-01-07,DAL,HOU,0,39,40,109.49,107.67,1.82,95.55,0.53,0.52,11.41,21.54,0.18,0.55,49.35,60.93,7.38,7.79,11.7,6.89,0.8,0.6,104.95,103.37,4,0,,0.5,2,0,107.0,115.02,-8.02,100.37,0.28,0.53,15.2,22.45,0.21,0.56,48.7,59.28,7.42,9.6,-9.8,-11.29,0.2,0.2,107.51,115.54,1,0,0.41,,2,0,130,106,1,0,9.84,2.49,-7.35,0.25,21.5,0.6,18.18,0.4,-0.01,-3.79,-0.91,-0.03,-4.82,0,3
